"","sentences","name","country","page","languages"
"13"," 3. the provision of part ix of the constitution relating to panchayats are hereby extended to the scheduled areas subject to such exceptions and modifications as are provided in section 4. ","data/results/1.PESA/1.txt","39","1","en"
"18","legislature of a state shall not make any law under that part which is inconsistent with any of the following features, namely- ","data/results/1.PESA/1.txt","39","1","en"
"12","j planning and management of minor water bodies in the scheduled areas shall be entrusted to panchayats at the appropriate level;the recommendations of the gram sabha or the panchayats at the appropriate level shall be made mandatory prior to grant of prospecting licence or mining lease for minorthe prior recommendation of the gram sabha or the panchayats at the appropriate level shall be made mandatory for grant of concession for the exploitation of minorwhile endowing panchayats in the scheduled areas with such powers and authority as may be necessary to enable them to function as institutions of self-government, a state legislature shall ensure that the panchayats at the appropriate level and the gram sabha are endowed specifically with- ","data/results/1.PESA/3.txt","39","3","en"
"2","o the state legislature shall endeavour to follow the pattern of the sixth schedule to the constitution while designing the administrative arrangements in the panchayats at district levels in the scheduled areas. ","data/results/1.PESA/4.txt","39","4","en"
"7","3.3 promoting effective management of available water resources and enhancing water use efficiency through application of technologies coupled with demand and supply side management solutions; 3.4 encouraging improved agronomic practices for higher farm productivity, improved soil treatment, increased water holding capacity, judicious use of chemicals energy and enhanced soil carbon storage; 3.5 creating database on soil resources through land use survey, soil profile study and soil analysis on gis platform to facilitate adoption of location and soil specific crop management practices & optimize fertilizer use; 3.6 promoting location and crop specific integrated nutrient management practices for improving soil health, enhancing crop productivity and maintaining quality of land and water resources; 3.7 involving knowledge institutions and professionals in developing climate change adaptation and mitigation strategies for specific agro climatic situations and promoting them through appropriate farming systems 3.8 programmatic interventions as per land capability and conducive to climatic parameters in select blocks as pilots for ensuring integrated development through dissemination and adoption of rainfed technologies with greater reach in disadvantaged areas & location specific planning by way of coordination, convergence and leveraging investments from other schemes missions like , iwmp, rkvy, national food security mission nfsm, mission for integrated development of horticulture midh, national mission for agricultural extension & technology nmae&t etc. a consortium approach may be evolved with various stake holders including knowledge partners like state agricultural universities saus, krishi vigilant kendra kvks, indian council of agricultural research icar centres, professional organisations etc. by the state government to provide single window service knowledge provider system for the benefit of farming community.","data/results/10.NMSA_Guidelines_English/10.txt","39","10","en"
"8","3.9 state government may engage reputed ngos for implementation of cluster village development plan in case of limited govt. infrastructure is available in that area through a transparent system of selection and defined process of supervision and monitoring through a line department.","data/results/10.NMSA_Guidelines_English/10.txt","39","10","en"
"9","3.1 0 strong technical monitoring and feedback systems on climate change mitigation and adaptation issues to the national advisory council for regular updates on technical feasibility of various components and their effectiveness in bringing about the climate resilience. the experts of central institutes and state agricultural universities would be part of such technical monitoringfeedback. the capacity building of the implementing agencies would be steered by .","data/results/10.NMSA_Guidelines_English/10.txt","39","10","en"
"2206","3.1 1 establishing platform to liaison, review and coordinate implementation of interventions outlined in mission document of nmsa under aegis of national action plan on climate change.","data/results/10.NMSA_Guidelines_English/11.txt","39","11","en"
"6","4.2 on farm water management ofwm woof will focus primarily on enhancing water use efficiency by promoting efficient on-farm water management technologies and equipment. this will not only focus on application efficiency but, in conjunction with rad component, also will emphasize on effective harvesting & management of rainwater. assistance will be extended for adopting water conservation technologies, efficient delivery and distribution systems etc. emphasis will also be given to manage and equitably distribute the resources of commons by involving the water users associations, etc.. to conserve water on farm itself, farm ponds may be dug using  funds and earth moving machinery to the extent manual digging under  is not feasible","data/results/10.NMSA_Guidelines_English/11.txt","39","11","en"
"27","developmental activities. climate change related monitoring, feedback, knowledge networking and skill development will also be supported under this component through state agricultural universities, icar institutes national international institutes, kvks, public private r&d organizations etc. awarding of studies, documentation & publication, domestic and foreign training, workshops conferences etc. will be supported under this component.","data/results/10.NMSA_Guidelines_English/13.txt","39","13","en"
"61","nmsa will have following three tier structure for planning, implementation and monitoring of various components 5.1.1 national advisory committee nac a national advisory committeemen under chairmanship of secretary a&c with the following members will be constituted to provide strategic direction for guidance and planning for effective implementation of the mission.","data/results/10.NMSA_Guidelines_English/13.txt","39","13","en"
